E11f,E22f,nu12f,G12f,G23f,EM,num,Vf,E11,E22,NU12,G12,G23
339.9606761,13.53974701,0.202934368,21.11666761,9.846360001,2.258623977,0.362545648,0.7004,238.7851413,7.461401878,0.250753907,4.229798094,3.548848663
490.300723,20.17532218,0.284532142,2.746000236,12.2285687,5.600180211,0.367219474,0.7004,345.0844404,14.16319122,0.309305267,2.601398344,6.753267783
338.4346921,17.98291619,0.282100198,38.74786999,9.79256293,14.95994042,0.377353468,0.6012,209.4329611,17.20209395,0.320087202,16.2936428,8.2958276
248.7379598,12.54121235,0.281614756,30.37909772,7.439037683,13.83861428,0.47121594,0.6946,176.9996997,12.74017093,0.339518958,15.91043621,6.781876383
243.7875668,19.87879376,0.273717028,33.815574,12.16538417,19.19515124,0.338287637,0.6012,154.2201115,19.72102065,0.299467787,18.43259331,10.51987585
330.5900098,15.16619139,0.311451869,22.80413106,9.373011881,13.71653963,0.439516754,0.6887,231.9472985,14.89832805,0.351318468,13.86980326,8.048503321
232.7128903,19.35476019,0.206702349,25.10759003,14.39757025,6.157078353,0.455621285,0.4027,97.39110382,10.85356489,0.355381629,5.04916268,4.611399745
468.2141165,24.35246445,0.398393872,30.24525645,16.69864052,17.95340745,0.36825774,0.6012,288.6501457,22.54725028,0.386375583,16.70151703,12.3958963
258.382243,27.31546374,0.231910486,34.82821144,17.31066615,10.68839431,0.457846299,0.5954,158.1653118,20.15500255,0.323324116,11.84069267,9.356780381
377.2965668,12.32283778,0.399350551,24.35162045,8.630017122,0.844192973,0.377718406,0.4027,152.4415639,2.064613224,0.386429671,0.820502637,0.789740771
167.1709971,19.09939293,0.365395163,32.80120572,12.62788003,18.80692548,0.365572854,0.4027,78.55313712,18.99147267,0.365501298,13.80989122,9.678833011
444.4856753,24.6939197,0.201791746,13.1354868,13.02489443,17.37217808,0.39033759,0.6946,314.0452132,23.07401736,0.259373647,11.09742224,11.03147028
394.2649061,8.203741439,0.248703636,21.0862164,4.601729246,16.94734113,0.481345386,0.3035,131.4632221,10.67776657,0.410738615,9.556984011,5.04472828
257.0989559,21.72037697,0.229444388,37.74946394,12.66751271,11.26400522,0.451869958,0.6012,159.0599776,17.97266141,0.318147705,12.74747642,8.395150756
311.174605,22.89846227,0.291332639,33.63208585,16.33241912,10.66340625,0.3789062,0.4027,131.679266,16.13396276,0.343640327,8.820428441,7.498550814
354.4291147,25.56569307,0.232850893,36.60046713,15.86281418,4.677021483,0.47775255,0.7004,249.6433876,14.7911348,0.306223429,7.940754307,6.417440396
499.2941561,17.03055951,0.21264326,17.58585712,9.664325366,4.053762023,0.373365901,0.4027,203.4870687,7.849080233,0.308642893,3.525092818,3.192254747
548.7766721,10.82284257,0.320391597,20.08457978,7.532677221,10.12498773,0.319883801,0.3035,173.6057739,10.49789898,0.320037917,6.919661285,5.257012134
567.8059103,23.25537088,0.289528016,6.269356159,16.65887911,15.88291083,0.302024026,0.5954,344.4978647,21.02641043,0.294583902,6.229692479,11.93855731
257.5810092,11.57959875,0.270751864,29.21727226,7.635380567,9.217404253,0.42226564,0.3035,84.59575835,10.38444125,0.376281209,6.351334693,4.745100367
466.3192803,9.600022814,0.377493754,19.80144505,6.259942382,5.937069922,0.489584094,0.6012,282.7188548,8.431516835,0.422195382,6.584398712,4.226914792
454.2862652,24.2636573,0.251621746,13.88606386,17.61795027,7.712725846,0.384482224,0.7004,320.4928328,17.97304704,0.291426745,8.41578968,9.428811433
196.6119813,10.07556973,0.31058525,34.9655224,6.528147327,3.084999221,0.304287086,0.4027,81.0183149,5.511731585,0.306823357,3.056882999,2.461905494
589.7126777,16.26253702,0.218720447,10.41555343,9.654301228,8.00316911,0.322919647,0.4027,242.2575882,11.80916764,0.280958629,5.502604027,5.360887298
523.0615524,28.09760654,0.29041673,6.431817783,15.98333645,7.811355793,0.427642107,0.3035,164.1897905,12.97031974,0.385994205,4.003041757,5.034635672
552.5802192,12.75943006,0.303868609,10.85248661,9.476948121,9.943605478,0.309676581,0.502,282.3471856,11.78655312,0.306760979,7.038862706,6.598724247
277.9206893,29.01060071,0.246476524,35.11258518,19.39768831,7.958428185,0.394399221,0.6887,193.8814374,20.00711451,0.29252486,12.01221864,9.765992785
520.6254937,21.07815909,0.324826563,5.705624656,11.52947273,14.84979046,0.348208486,0.6012,318.9221432,19.26327014,0.334151274,5.659824802,9.255896687
547.6088402,22.25502357,0.322502046,38.00697975,14.75869757,17.38497724,0.363469105,0.4027,230.9061269,20.18846863,0.34697167,13.51097834,9.968622184
543.169134,25.68011685,0.292972243,23.09691589,15.81640822,8.51024811,0.350124444,0.5954,326.8461488,17.57990762,0.316096024,9.445455215,8.247478671
366.5108243,20.8155593,0.352381563,18.25123318,14.47946058,1.772697467,0.320107208,0.5954,218.9377782,6.027711768,0.339323359,2.614931728,2.5417343
438.0407968,14.14888089,0.233840617,11.61910382,7.619317995,2.692306994,0.327175984,0.3035,134.8205737,4.860455171,0.2988487,2.040089535,1.941503639
372.0538494,11.94891732,0.21904592,35.39517857,6.736162207,2.852913302,0.307253812,0.502,188.1917832,6.193288612,0.26297345,3.48262102,2.685976008
587.4224559,22.97145339,0.364399724,8.162503966,15.29320316,12.76944008,0.331709309,0.6887,408.5329721,20.22284476,0.354223198,7.291125385,11.14232031
422.2761296,17.94077672,0.345547246,33.1123608,12.67301399,18.79285031,0.34704808,0.6012,261.3669978,18.12537923,0.346145779,17.97958764,10.70834616
424.294421,25.07918183,0.343624384,25.28247193,13.81823888,12.39768305,0.477177265,0.4027,178.2684994,18.25561859,0.42339552,8.914443016,7.518713289
392.4188343,25.87190931,0.260700806,4.141627933,17.04684118,4.357495008,0.314386352,0.4027,160.6297963,9.226230065,0.292767183,2.676181302,3.880913426
394.7937858,18.38889757,0.355724339,2.863552819,11.28412888,16.45157162,0.346888638,0.502,206.3793631,17.77865352,0.35132416,3.388065215,9.04846472
460.3976564,28.23047365,0.355606949,30.4369987,15.65065999,3.749963675,0.36097187,0.3035,142.3425384,7.18011143,0.359343616,2.906325848,2.768722425
358.3614773,27.61287741,0.222895985,25.85892862,18.38632978,4.696023534,0.45690202,0.502,182.2360813,11.39878452,0.33943099,4.801733086,4.55801289
595.5077231,19.95833102,0.369929632,26.92443392,11.93367415,13.21128319,0.42906445,0.4027,247.7020595,16.81950886,0.405250859,9.74443038,7.562598807
466.7562985,16.46043188,0.33861449,9.588303086,11.41137298,15.8291213,0.305041678,0.502,242.1945643,16.27127712,0.32189523,8.199629905,9.078408556
579.2716685,24.61517152,0.375762762,16.80903042,17.72687314,8.984304296,0.39412328,0.7004,408.4135742,19.17423959,0.381263573,9.959519153,10.22196475
592.4616455,12.09192922,0.3041271,38.98002943,6.927193911,2.953438868,0.47223091,0.4027,240.3483937,5.675210108,0.404535506,2.627550347,2.19341127
341.9518476,27.80092501,0.223412119,10.68287894,14.79581265,8.12595555,0.301878849,0.502,175.7065534,16.2983877,0.262488551,6.260938585,7.077939893
331.5139275,26.47159965,0.359105284,6.79265298,17.16971912,17.59776857,0.488759809,0.3035,112.8713228,21.58377195,0.449409661,6.365806489,9.253110314
599.1815686,20.44242186,0.320128334,4.489573558,13.99686129,6.952082238,0.489128552,0.7004,421.7496145,15.52793473,0.370760799,3.901958239,7.712240301
420.9884912,20.28405953,0.301219648,23.91106087,12.42949287,15.3985269,0.393351492,0.4027,178.7296055,18.17672714,0.356249998,10.79108504,8.533549528
473.6927024,29.91826589,0.39750211,8.48017403,16.5675683,7.316767997,0.422830733,0.4027,195.1263568,14.05429995,0.412630897,4.609365422,5.542599358
323.5953223,23.72628993,0.36745221,35.58809622,16.07110892,13.19322496,0.374047671,0.6012,199.8069659,20.11832947,0.37008248,14.58221181,10.52237321
198.6195331,8.525095691,0.220060188,23.24285867,6.204397842,15.14982291,0.369772692,0.6012,125.4518127,9.453694365,0.279765535,13.51730225,6.038979176
229.012704,22.26905653,0.200117527,2.891196269,15.43143178,12.65940145,0.444619763,0.3035,78.32262877,16.60751916,0.370413334,3.412474495,7.236097515
457.6595027,24.02341522,0.270440677,33.32486042,17.72342298,8.657115369,0.463871774,0.502,234.0563138,15.83221976,0.366769363,8.344700079,7.217506633
536.7354918,8.55081112,0.37910896,10.41266661,4.501457584,19.79584377,0.379386688,0.6887,375.8121794,9.465531452,0.379195417,9.670502701,4.806163654
171.0657636,15.48809778,0.304613327,27.21410381,9.224305758,11.6441854,0.430697469,0.6012,107.4884382,14.41888967,0.354895683,11.94872199,7.180976862
405.6958835,24.45629886,0.377053904,13.95237219,17.7375893,8.42737665,0.450085439,0.3035,128.9983685,13.18985402,0.427920368,5.153738249,5.387704728
273.8178086,27.61050581,0.300525433,32.27237663,16.80297814,14.56996563,0.36698041,0.3035,93.25168597,19.6943583,0.346811324,9.867795136,8.542954129
553.8741759,10.54390641,0.279803028,37.34877745,7.535817937,19.56929095,0.393053884,0.4961,284.6379444,12.20864158,0.336870134,16.40647117,7.376854507
280.0231499,14.73340565,0.272397151,16.93914476,10.331063,16.6002337,0.407743125,0.502,148.8385376,15.23272346,0.339799446,10.95722873,8.473278079
312.1711542,13.28762739,0.287673223,18.04306163,9.764382176,13.86863693,0.381524189,0.502,163.6165006,13.45189132,0.334411004,10.2732798,7.65501716
254.0895009,28.96822538,0.34614352,24.86385126,21.45453771,8.863518685,0.414030442,0.3035,83.28960429,14.35026989,0.393426761,6.044211253,5.918262864
575.4199231,29.3557091,0.392889725,23.534748,16.97570335,14.6525437,0.38356493,0.4027,240.4735674,21.47964119,0.387320025,10.41969724,9.39935212
169.3711676,18.89248067,0.202246833,19.58180905,11.12789969,6.933195383,0.413245373,0.7004,120.7047511,14.74433873,0.265461996,9.154927941,7.057189443
590.3175195,12.78885847,0.356984985,33.45866377,8.839879512,4.223658341,0.376084517,0.5837,346.3266451,8.649410491,0.36493612,5.662130166,4.163118195
458.6495064,8.978146376,0.334285481,31.26215899,5.624559749,11.89860421,0.351128678,0.502,236.1675571,9.669959778,0.342673393,11.25352102,5.203829718
540.9545418,20.40241952,0.306997356,23.70820242,13.78044489,1.951944951,0.444179599,0.3035,165.5392331,3.889899582,0.402544788,1.45396766,1.419418783
418.9613244,14.98252564,0.318038279,15.02018598,10.71831388,6.212143258,0.338267634,0.3035,131.4815197,9.169045581,0.332128025,4.344588119,4.083427031
427.1639916,17.71699215,0.249758369,38.9323256,11.66224604,3.608460847,0.349170654,0.7004,300.2667546,10.81821672,0.27954229,6.97057539,5.16194776
462.373854,18.20503059,0.347114698,8.662029422,9.761255003,6.029165799,0.418430906,0.3035,144.5297787,9.546734601,0.396786437,3.637575553,3.734879275
391.0958895,22.77719386,0.281987167,3.019581196,12.99640835,2.746997247,0.315406251,0.4027,159.1350962,6.215677754,0.301948386,1.785346355,2.507609817
336.2986924,14.67010493,0.352970371,34.9215505,8.838380014,1.668843639,0.350665614,0.4027,136.4242837,3.813602884,0.35159374,1.640255944,1.507640411
497.5026004,13.96901294,0.209270076,21.19530316,8.59562716,12.53974927,0.336517019,0.3035,159.7259746,13.28880094,0.297897572,8.215403498,6.256950542
286.2444929,23.28473337,0.388962159,38.10725959,16.63406648,3.700851726,0.354087236,0.3035,89.45284682,6.89617946,0.364671775,2.914696855,2.764329675
334.1444332,13.60410318,0.259169473,27.34404072,9.136614219,7.757602601,0.412491048,0.4903,167.7850656,11.09693959,0.33731748,7.419690121,5.38192222
309.4886135,22.42122978,0.386424079,15.55052211,15.74193062,14.04276079,0.385889488,0.4027,133.0188057,18.40792898,0.386104768,8.854740214,8.893816482
588.3632698,14.87137948,0.214790427,2.530043751,10.66022186,5.384234676,0.453881767,0.5954,352.4899522,10.60417587,0.311526783,2.334705381,5.109358004
314.4586512,15.97754767,0.246146765,36.83715627,9.072221154,5.570262749,0.307456381,0.4027,129.9596168,9.495038803,0.282766999,5.297533519,4.140982363
452.6933632,23.37334008,0.240537711,23.60467342,14.00087873,11.69002214,0.400371776,0.7004,320.5687622,20.09732664,0.288423997,13.41719951,10.11622023
369.5961516,28.91766664,0.341090968,30.45483026,18.9706067,11.3609643,0.380344501,0.4027,155.6222742,18.48136831,0.364537103,9.121454012,8.180246251
538.3174285,14.53592488,0.366629011,8.933752778,10.54934487,8.572519636,0.38238783,0.3035,169.3500995,11.07577478,0.377605028,4.842492079,5.074562153
363.9589002,19.38803125,0.29729056,11.59704746,12.75350537,6.140670425,0.370649877,0.502,185.7654218,11.90315053,0.3338235,5.229670333,5.385705171
185.4113583,29.32818935,0.381343845,9.085082503,16.7608415,10.62130323,0.452640917,0.6012,115.7050843,21.01429396,0.409777117,6.812495971,9.284668547
500.0215239,27.35055632,0.230605764,18.93979453,19.72057219,4.188568763,0.375611525,0.502,253.0967122,10.47179328,0.302818633,4.369382602,4.397843217
260.3425662,20.53877872,0.321705182,28.23066746,12.42116532,9.348664725,0.38002858,0.7004,185.1447933,17.18398816,0.339178872,12.85376511,8.655757547
443.3448653,27.43085594,0.204360659,7.582123905,18.46026374,5.282495427,0.375445252,0.502,225.1898051,12.34448453,0.289560786,4.077701497,5.258427185
423.3085453,11.38335875,0.338340176,36.48216836,8.42387907,7.148215231,0.346660459,0.4027,174.7359801,9.357477766,0.343309881,6.448460539,4.694544666
561.8961743,11.71941757,0.357741304,4.587561994,8.552536105,16.88773194,0.403309498,0.4027,236.3626317,13.19503109,0.384959186,5.023694388,7.411375611
242.5658291,8.38080888,0.361127318,25.37691227,5.291566943,15.06535226,0.308761002,0.7004,174.4066862,9.034630655,0.34543837,16.30878355,5.362073373
539.9536756,20.30871332,0.228028802,13.11734829,10.77553752,11.10253629,0.314197194,0.4027,224.0708901,15.58612668,0.279497183,7.413723546,6.87763889
259.2143049,19.43506606,0.39224199,14.39360579,12.59747653,1.185500862,0.38427325,0.4027,105.0937002,2.933521849,0.387482262,1.114265026,1.106514683
321.8656202,17.31130103,0.265805643,17.22813396,9.843513855,3.140297512,0.440068833,0.4027,131.490985,6.535090856,0.369893046,2.688353221,2.502451833
229.5514595,15.19959963,0.363434307,31.7286347,8.069317958,1.4162144,0.446720595,0.4027,93.2862776,3.33587373,0.413181207,1.304512353,1.21181064
259.7677586,9.861356426,0.322950341,7.709499001,6.969583634,12.01107838,0.411211955,0.4961,134.9231674,10.41233621,0.367425368,6.217539873,5.863917219
506.4709421,8.338351767,0.348398784,22.54140297,5.103973758,16.04913419,0.431092358,0.6946,356.696122,9.063720507,0.373653401,14.99707861,5.181447399
596.2590756,11.07130479,0.390438075,8.243771773,6.654891752,11.78131669,0.45588382,0.4961,301.7407329,11.27215201,0.423416186,6.30869706,5.589392163
408.9940617,26.29150216,0.332737023,6.836665628,16.91562208,17.9042928,0.311929073,0.502,214.2313568,23.13286899,0.322374664,6.832867056,11.82009169
582.7067309,11.42508939,0.278498879,4.061077582,6.340878498,4.815196765,0.452354538,0.3035,180.2052774,7.067904258,0.399589345,2.459632487,2.794926823
