E11f,E22f,nu12f,G12f,G23f,EM,num,Vf,E11,E22,NU12,G12,G23
479.8584188,13.41924213,0.371139436,4.522655317,9.660391897,12.90648008,0.303057453,0.502,247.3163533,13.26562307,0.337234608,4.640012027,7.564334792
476.0713726,15.42698623,0.388249962,21.30277854,8.848408929,15.56353463,0.360427984,0.7004,338.1032243,15.44909364,0.379914497,14.74934365,8.123768246
493.8371205,8.793627633,0.315403899,17.92946485,4.661500279,4.754787201,0.463527176,0.502,250.2741185,7.048485504,0.389169291,4.567193423,3.017231197
445.3385585,19.73361882,0.290821693,16.71869402,10.71272213,10.93565416,0.462178355,0.4027,185.8697037,15.25029344,0.393173027,7.370624364,6.37130442
455.9270502,16.68999303,0.335017951,20.97227944,9.302727955,13.5333516,0.305413871,0.3035,147.7998391,15.10748129,0.314398709,8.856902424,6.855984613
518.5213898,12.48826364,0.277312913,9.913470328,8.206844777,17.85017582,0.307031417,0.5954,315.9498166,13.40807444,0.28933702,8.986303431,7.845198129
234.0092691,25.71933091,0.369369621,23.62918609,17.32939168,17.70605311,0.418302694,0.6012,147.7475466,23.34595694,0.388884131,14.53469018,12.38698286
486.1791692,9.558756812,0.327427027,18.42068169,5.547813463,7.982051864,0.426425813,0.502,248.0370048,9.038359689,0.376728422,7.010617476,4.312407675
531.5098782,13.26348596,0.387262159,38.66909475,7.238220604,14.25045607,0.334038171,0.5954,322.226716,13.47664907,0.365727733,15.94561424,6.69512236
565.230696,27.75115763,0.245749249,6.127426024,15.59579692,10.28757015,0.410034845,0.502,288.8690193,18.56512599,0.327563476,5.114235677,7.978812454
519.5824325,24.8077025,0.355307816,25.22049998,17.21598728,5.831829623,0.32666814,0.6012,314.6986921,14.33218624,0.343886313,7.521947456,6.791703802
207.9768218,8.720193077,0.208006736,7.825489375,6.41687779,18.7014179,0.48633687,0.6012,132.4937907,9.908048188,0.319004793,7.4190287,6.388190759
400.2901667,16.83582647,0.297542083,18.54339983,12.62414962,6.786667323,0.400598633,0.502,204.325424,11.76013797,0.348864245,6.308460635,5.667883578
175.943008,14.22945401,0.212080605,14.5047444,7.971734596,10.02299202,0.479366874,0.7004,126.2333712,13.31784214,0.292159571,9.447792623,6.530405932
432.6320232,12.25694539,0.399674701,13.30260505,8.966679733,15.77068527,0.431204877,0.6012,266.3877216,12.90269716,0.412248935,10.09511987,7.858973496
216.5587609,19.51458017,0.32893442,25.41680282,12.4985853,3.182882566,0.321844266,0.6012,131.4644606,9.065606482,0.326106867,4.606549729,4.022321139
192.2527804,28.43421156,0.268073184,3.217308764,17.67541917,7.910847094,0.441762664,0.6012,118.7372174,17.96492582,0.337340549,3.097147342,7.952595426
184.0290329,12.56505862,0.392300282,14.77884341,7.561098323,16.6663564,0.301262902,0.7004,133.887175,13.09046108,0.365025483,12.18069464,7.344635666
529.58484,27.0554676,0.236825092,26.52950586,17.8135838,19.89408045,0.346291573,0.4027,225.1465493,23.91030559,0.302209421,13.6281994,11.75350841
181.8008402,16.494097,0.330199887,12.72980766,10.0338734,15.31810526,0.441522578,0.6012,115.4075255,16.214477,0.374595376,9.691080046,8.364481464
472.1103659,21.82983456,0.339125379,11.79682475,11.56273077,7.7837712,0.454037602,0.502,240.8757217,14.3053991,0.396351666,5.918579513,5.876289557
463.7946533,20.85144139,0.349332235,8.09236726,14.42378219,18.97906141,0.46040871,0.4027,198.1063003,20.12590486,0.415678214,7.426447325,9.976870854
533.3582895,17.23687372,0.39553254,31.39370555,10.94895783,8.443044515,0.324950358,0.502,271.9504975,13.22261271,0.360382613,8.767950536,6.402292947
292.5153961,8.23420334,0.366980472,30.18590827,5.962406733,10.89746036,0.468089163,0.6012,180.2061633,8.712499165,0.407302618,11.59959585,5.247507789
359.8102347,14.94417053,0.24128894,9.303258327,10.4316367,3.73087443,0.465492749,0.4027,147.1240328,7.122154848,0.375205875,2.81467265,2.874366287
353.5966535,18.36345579,0.242734758,11.71739095,12.05615429,7.908320521,0.486976212,0.6887,245.9838754,14.99172034,0.318767123,7.418451454,7.529613796
225.2126998,21.19975717,0.289830804,5.522918243,14.78967122,13.77749892,0.482557398,0.7004,161.8667136,19.48746618,0.347571692,5.358089305,10.90650709
214.2680838,24.1258241,0.241789681,9.259867843,13.98463013,0.894510262,0.363120101,0.4027,86.82004833,2.299855112,0.314260341,0.845867338,0.862764331
596.9351581,14.64726182,0.29251056,16.35139949,10.87456303,9.912877878,0.35856863,0.4027,246.3067501,12.47083587,0.331967045,7.195808248,6.308526841
498.539065,14.40061547,0.371513301,21.94345549,9.397475049,11.87226745,0.381949899,0.7004,352.7336925,13.91720965,0.374640106,13.1390009,7.87239592
434.7536746,27.19633734,0.203649332,7.410438246,17.08051042,10.26339153,0.466199745,0.6012,265.4669497,19.84262294,0.308354437,5.923747825,9.126181323
305.6732789,9.303965993,0.371772224,4.273025417,5.412113838,13.58331791,0.400960428,0.6012,189.1878025,10.01253516,0.38341248,4.389953351,5.274218594
598.6058857,8.087003841,0.326583518,20.56107941,5.184599611,19.10653875,0.45069063,0.6012,367.5015461,9.290632706,0.376077434,13.92347116,5.44474706
485.5497881,22.14003259,0.35921874,37.89902538,13.96315091,15.44267233,0.475477003,0.7004,344.7056962,20.677405,0.394049716,18.77953856,10.97654264
384.3891619,20.86344087,0.262232432,6.357191062,12.00110573,6.657879546,0.488599967,0.502,196.2789833,12.86345206,0.374963464,4.135772555,5.280417114
455.3955769,17.43282484,0.340796055,30.1179136,10.87398001,6.834242122,0.395621524,0.6771,310.5551219,13.67593144,0.358499199,10.03325771,6.755858446
337.1163024,28.54861383,0.31204567,12.64388837,15.51341988,19.74596419,0.358300031,0.3035,116.0678618,23.7864924,0.344261832,9.491626815,10.27784849
470.2374107,27.4933351,0.256986722,25.68224437,19.34309532,6.864406894,0.345322628,0.502,239.4776548,14.65562804,0.300978003,7.050214766,6.627748311
395.6617246,10.48016467,0.295699686,13.83063588,5.523604064,10.07000947,0.479469707,0.6012,241.8877486,10.38514859,0.36898717,8.192279877,4.845468544
555.138099,17.67711163,0.213204153,27.12171283,9.707273376,0.530236886,0.423122796,0.4027,223.870823,1.379214811,0.338588558,0.503805744,0.493372391
435.9248473,8.619298298,0.327504975,28.51783515,5.141893228,14.33269989,0.35956449,0.502,225.9719579,9.752455322,0.343470613,12.47769419,5.178885248
203.39558,19.25911401,0.341238105,10.22837965,13.70128776,9.8514611,0.425034591,0.4027,87.79167778,14.27709738,0.391289746,5.96098851,6.57758435
251.2176749,23.33361104,0.370832243,34.21811304,16.03074003,1.215956175,0.364475253,0.6946,174.86715,5.790138147,0.368890818,2.511337977,2.348371
365.8200614,19.90287651,0.398612721,39.50783904,11.77794994,14.30068669,0.310985583,0.6012,225.6341348,18.29313847,0.363667018,16.44451263,9.344290118
285.2526163,15.12373089,0.344555439,8.435211232,8.827569975,9.431155438,0.303801933,0.7004,202.6165066,13.76829046,0.332345689,6.929505088,7.147929798
312.9838713,23.53357458,0.310368749,14.28793617,15.81562843,2.920705852,0.439049407,0.7004,220.0889469,10.94033104,0.348921474,4.560057511,4.680823767
176.9737222,29.05982317,0.323962709,11.96837941,21.4956567,5.654515271,0.437899739,0.502,91.65675715,13.17008175,0.38070335,4.820630429,5.518656785
365.396933,10.21609615,0.202411881,16.11577413,6.246789202,3.294224452,0.300107894,0.2977,111.0922008,5.226287451,0.271023791,2.547700346,2.242159839
407.94293,22.54379433,0.370164849,21.65809717,12.78446696,5.640621582,0.451558653,0.502,207.5963804,12.03314177,0.410698963,5.472462393,4.86761072
431.8619159,29.64483706,0.216202019,18.19232809,21.05650067,11.14097747,0.328099705,0.3035,138.8297823,16.97979795,0.294138757,7.280480061,7.505565547
517.176225,17.91638761,0.356651881,13.66064161,11.87590269,15.97835922,0.306691047,0.6829,358.2463818,17.54687156,0.340809301,11.24978568,10.20599127
379.6056565,16.39247225,0.334622369,3.601079092,9.546793055,15.02286895,0.460455935,0.502,198.0434283,15.96814039,0.397287485,3.945942844,7.640102775
209.2617442,18.25905929,0.363055502,32.00945976,10.54798234,18.58586712,0.436951687,0.6887,149.9043437,18.31384228,0.386059384,19.14552228,9.525435632
524.7885038,22.22573889,0.271416822,20.93537988,12.57670609,9.485204709,0.361583448,0.5895,313.2564995,16.94156425,0.308430222,9.676688571,7.829909204
210.5784957,19.64068004,0.206378664,7.081778343,14.05808097,5.791091327,0.462517602,0.502,108.5943683,11.57318464,0.333935855,4.044117279,5.060115573
303.7644324,10.0666611,0.336049136,18.67811486,6.858842673,14.0332168,0.465736415,0.3035,101.9666407,11.53029218,0.426376326,8.109774684,5.742703258
335.4723914,16.75473316,0.212432285,13.52277578,10.99596907,2.522762933,0.368913803,0.6946,233.7895749,8.637749415,0.260221741,4.125327639,3.897609896
173.7549292,25.23812764,0.294416066,20.38695626,17.37302482,5.520950722,0.447132251,0.6012,106.6632186,14.00386123,0.355319281,6.418868797,6.158062764
194.7167599,21.67296857,0.213752071,6.031549819,15.44161964,14.12721399,0.406052159,0.3035,68.93614117,17.4799925,0.347689082,5.53305176,7.995448165
580.6287237,27.87172866,0.391818428,26.64733071,17.23856934,3.390122159,0.428127259,0.4027,235.844107,7.659558891,0.413505693,3.014923194,2.901231945
401.3956763,26.2512206,0.208353121,16.39703268,19.38364465,17.66229928,0.323493,0.7004,286.4291565,24.32214281,0.242849029,13.24801168,14.78876763
220.7884542,19.71071316,0.371397732,28.64351136,11.18049629,3.491609777,0.326908923,0.502,112.5746257,8.373375403,0.349242305,4.060466419,3.509851018
262.9696774,27.90093144,0.297762508,15.09547902,20.2274874,12.84404022,0.426599593,0.502,138.4071101,20.79523232,0.361923376,8.953682838,10.02229267
241.2526925,27.54054097,0.305153312,32.94853018,19.42703996,12.06017964,0.481872782,0.4961,125.7625853,19.96411269,0.394202253,10.63450059,9.181698029
515.5043068,24.89144862,0.314411405,12.98586149,16.1492134,18.41540713,0.470971904,0.3035,169.2818882,21.49651461,0.423455793,8.759013455,9.446613773
440.5675218,29.37451125,0.329965329,5.996877404,18.03377923,2.604877987,0.462924675,0.4027,178.9724347,6.177271199,0.409381946,1.937012159,2.244022634
364.4241541,16.82145375,0.301448216,6.215946455,11.17856967,11.14310519,0.36975382,0.4027,153.4093836,14.18085278,0.342247153,5.210336515,6.821085576
307.2915791,14.06431207,0.309688137,28.13316116,9.221350504,4.634876314,0.372471863,0.502,156.5685411,8.828804146,0.340954433,5.055358921,4.008657426
188.8901254,26.68195949,0.244674852,17.18581877,16.48080921,17.14506084,0.375009335,0.4961,102.3477874,22.91362738,0.310350398,11.31139398,11.09143846
213.5481696,28.51431245,0.335573661,2.038617944,18.30743234,9.610853338,0.312851097,0.502,111.9873861,18.12378467,0.324257824,2.340922903,8.450644734
323.3599439,16.62342265,0.373088124,5.61065951,9.082546589,18.26072331,0.356944128,0.7004,231.9522174,16.87013192,0.368251383,5.766939151,8.592280521
378.9223527,11.13045369,0.36129728,6.98825093,7.702437985,1.390133973,0.435542006,0.4027,153.4223585,3.126215107,0.405643655,1.182722645,1.194619125
527.967425,26.40749745,0.399720837,19.90620172,18.65019501,19.35992138,0.433624772,0.6012,325.1347526,24.41134397,0.413241726,13.84671047,13.36139075
262.2300328,14.70458433,0.299971837,16.20331109,9.182289133,13.95173413,0.397524222,0.4027,113.933405,14.42024455,0.358239877,8.8991846,7.026632643
251.9591814,26.95980025,0.332536901,29.73296277,19.59187295,19.06475703,0.472867796,0.4027,112.8513417,23.41634496,0.416356545,12.85286414,11.25478455
490.7619918,22.00143249,0.288010915,36.55527656,16.4319157,17.03208862,0.341816738,0.4027,207.8031206,19.88175198,0.320149133,13.34482216,10.3955581
363.0488728,29.50796128,0.261821428,20.88752363,17.26362507,12.98991397,0.397775025,0.502,188.7195113,21.52847303,0.329526319,10.34661163,9.636652592
204.1792463,13.68114366,0.271668365,11.45599044,8.077348615,19.19111256,0.399172945,0.502,112.0551557,14.93064569,0.335165646,9.583206673,7.679372453
501.2768008,13.32310429,0.296048078,38.43642559,7.475831221,8.248071117,0.439472176,0.4027,206.7907406,10.87743561,0.381715292,6.941762717,4.707418092
420.8325111,18.42542757,0.338167044,19.02734648,10.10537697,17.34408263,0.397130126,0.3035,139.8028207,17.92357906,0.379234831,9.871132566,7.882186423
560.7530877,24.06862513,0.391510443,37.12642558,14.15608899,15.907955,0.473219735,0.6012,343.4688488,21.5816976,0.424096109,16.00256975,10.37577817
168.3777061,15.52837794,0.333879705,23.85695641,9.468262701,13.11083657,0.386731232,0.7004,121.859752,15.07500307,0.349714022,14.37149085,8.137209314
278.2624932,26.51418535,0.384377815,34.51763091,19.38255255,11.39840061,0.365837368,0.3035,92.39165271,16.61753291,0.371464394,8.091471834,7.35026007
380.527016,21.21116131,0.326407854,6.333199351,14.3894937,13.06494097,0.40972785,0.3035,124.5896807,16.5710056,0.384440231,5.43765593,7.396402579
525.3578074,26.48232551,0.307957871,23.40091645,17.87173244,5.179400521,0.332604969,0.3035,163.053547,9.301448666,0.325124575,3.927186249,3.817977915
282.9168258,29.95705938,0.237244228,34.24657656,19.3470907,18.92296232,0.336004995,0.6887,200.7355361,27.25355282,0.267988455,20.72354919,14.94409095
234.2733592,22.72696679,0.363385399,24.95495997,15.70414961,11.49923603,0.321031854,0.502,123.3318459,17.69188535,0.342293334,10.48630716,8.921622719
502.7373636,16.15904733,0.256066249,5.114597921,10.34306342,19.83971752,0.359010445,0.502,262.2543359,17.08280933,0.307332459,5.603452332,9.222163479
522.1908742,24.34065928,0.348738491,14.59181428,15.92156346,8.718469832,0.316256943,0.6946,365.3764019,18.74558239,0.338818626,9.309918664,9.742594487
362.1988358,24.05123849,0.316961551,22.95605767,14.44231566,16.18332096,0.466515983,0.502,189.8831094,21.06597242,0.391439658,11.94864751,9.814900787
163.5777268,22.34937602,0.205176583,39.43465932,15.26061763,1.431240362,0.302778959,0.502,82.82877655,4.248850121,0.253782566,1.822808648,1.732907078
191.9338294,9.124557176,0.221013475,7.300842167,4.994567545,12.14225509,0.484648752,0.6012,120.2329496,9.664071004,0.326151223,6.206003113,4.7579576
334.9108481,25.21683547,0.365905531,14.84854232,15.70221945,8.327223496,0.382693344,0.2977,105.5511685,13.12287293,0.377695612,5.329326149,5.386675875
396.7927276,10.26278495,0.2523972,18.80998196,6.640915973,16.5334176,0.351531278,0.502,207.4235912,11.53834737,0.301765971,11.72036232,6.479016174
331.9511478,28.66285941,0.250068186,32.55640774,20.03437478,5.035065979,0.448907081,0.502,169.1469391,12.10519347,0.349089956,5.276556194,4.923200177
414.4123682,18.86656803,0.287930979,2.203153507,13.01156869,10.77444204,0.457350688,0.6946,291.1413456,16.76872332,0.339671758,2.362114703,9.164714062
181.1675671,22.88015507,0.238014771,11.36993841,13.80711036,8.628911759,0.474441266,0.5895,110.3404491,16.53772995,0.335067847,6.808056858,7.409326195
538.8773767,12.60437826,0.260204209,12.21983203,9.197120268,2.05742851,0.363978492,0.3035,164.9822828,3.8170003,0.332482997,1.561191284,1.525894145
514.8124751,24.99033747,0.335957125,35.75426077,13.57746568,19.32666147,0.364963155,0.6012,317.2127326,23.44688663,0.34752473,18.72119773,11.25663919
407.0615395,15.80635379,0.207446255,35.99701039,11.18124869,11.78254243,0.487480947,0.3035,131.749718,13.70452399,0.402490418,7.770311657,6.147739225
592.1100669,21.86175169,0.258905515,19.59477153,16.27064075,17.07636453,0.338947092,0.4027,248.6424365,19.83102517,0.306714349,11.14961534,10.38360916
434.2904044,28.41297668,0.389755206,12.60879021,17.89011957,7.60449389,0.401690698,0.502,221.800821,15.80615325,0.395699081,6.110744495,6.80005518
507.3623422,18.93870372,0.288998228,29.05439859,11.174628,4.452604676,0.419048163,0.6946,353.7737084,12.28247048,0.328715478,7.415145685,5.532316011
493.1948026,25.73156825,0.258529901,8.0117528,13.71215256,7.862740033,0.445901902,0.6012,299.644376,17.03523275,0.333253855,5.574304632,7.185887942
446.8703518,15.46385557,0.244866506,34.15513134,8.682955041,9.447957367,0.382204718,0.5954,269.889251,13.50062494,0.300433547,11.18397399,6.423093073
416.3610657,27.9797826,0.269000279,22.01229661,20.89230918,4.579956084,0.337447425,0.3035,129.5555229,8.492900615,0.316673716,3.480482465,3.464305527
201.163183,19.21139363,0.224597634,21.23753451,14.09069248,14.51366021,0.405078605,0.502,108.2117207,17.55514609,0.314477158,11.13603666,9.370341668
385.7144641,10.84665202,0.27325383,14.89342844,7.419561398,14.99944516,0.343005218,0.7004,274.6482444,11.35961403,0.294151346,11.70965076,7.042083188
338.7361105,11.85094497,0.264087116,5.801596513,7.332893279,13.16381427,0.445552617,0.3035,111.9750062,12.40662982,0.390477837,5.165558734,5.755057346
249.4235244,27.47551572,0.2101153,3.550981089,16.10272696,6.124253369,0.346036445,0.6012,152.3957751,15.40854754,0.264320653,3.153624189,6.8076751
555.4523569,11.7641904,0.253603635,13.7445749,8.061014576,0.664676607,0.42584954,0.3035,169.0427376,1.384114389,0.373572908,0.508428515,0.501226684
475.1522049,9.217381642,0.215180661,32.3343361,6.591492659,10.99960308,0.379223385,0.4961,241.2657088,9.681147389,0.29784179,10.42460033,5.524853814
328.2961155,15.30844114,0.27177794,22.91775325,8.946799978,6.885208477,0.378345346,0.5954,198.2532625,11.96538738,0.314895112,7.993158979,5.627988919
568.7603525,14.03410386,0.313342959,23.81548648,10.3153788,15.25631068,0.329453114,0.3035,183.2447874,14.55785822,0.324563682,9.861823706,7.594440358
511.4564647,18.6317808,0.250822018,22.36869772,9.960832697,9.585934923,0.422621454,0.6887,355.2241688,16.05446737,0.304303182,11.41627613,7.473368413
397.4716758,25.58798663,0.275657741,36.14787729,16.00353104,19.65971925,0.459388257,0.5954,244.6089582,23.93937566,0.349995108,18.09876228,12.17702578
576.0328481,22.30745769,0.302123776,31.54485583,12.80707645,17.91844494,0.434426917,0.6946,405.5847094,21.4329687,0.342529155,18.83601408,10.89978813
494.610001,16.730023,0.220620215,21.04594822,10.91850935,15.62651676,0.377538013,0.6012,303.5913875,16.4687827,0.283199033,13.08118603,9.04010303
345.6560149,10.93996177,0.391145525,2.923367512,7.293077581,2.253656089,0.385026584,0.4961,172.6155663,5.113198926,0.388062191,1.65470315,2.174010889
433.4446073,13.82886385,0.300125944,6.612187246,7.590472167,13.53964008,0.430438536,0.5895,261.0736183,13.76060685,0.353619263,6.053906621,6.657035187
310.5873632,13.48418584,0.205871743,28.76150871,8.32602635,2.147339639,0.461088159,0.502,156.9842315,5.311105086,0.332969518,2.373654872,2.075748608
202.1875552,18.92013312,0.302442567,39.56122699,10.01094985,2.575462992,0.461624006,0.3035,63.15773298,4.914228356,0.413312439,1.909630558,1.77064291
276.2930694,17.74583482,0.314801617,14.23644807,10.78114727,11.93657017,0.349006528,0.5954,169.3344298,15.97074006,0.328640924,9.449955948,8.117439724
596.1323239,10.01603715,0.228780619,37.06803015,5.65823591,5.962898156,0.426764687,0.7004,419.3175639,9.016438518,0.288096646,9.937500945,4.425568692
558.2482445,25.13071565,0.260482005,28.55424136,13.27634056,18.01810781,0.394935051,0.502,289.2136364,22.53752051,0.327439622,14.29693316,10.15238291
295.1680677,9.497856795,0.246575776,33.90563478,5.377316629,2.076365042,0.333051862,0.5954,176.5831648,5.229273543,0.281564,3.164543881,2.289696731
419.3527825,18.67276924,0.245274122,12.20331582,11.88219018,12.20966351,0.407343215,0.502,216.5955092,16.17679834,0.32598453,7.983751345,7.884973459
578.5922344,29.74195871,0.385766729,37.6924375,19.00193016,7.163607865,0.482142192,0.4027,237.2779158,13.82244333,0.443331793,5.950851428,5.417025178
160.7987814,22.75103558,0.208781142,36.04809736,15.62534636,8.746712278,0.37456033,0.5954,99.27851423,16.65942441,0.275855401,10.73129444,8.253361117
534.9565382,26.80860514,0.305925533,27.48293678,14.45850863,19.28836822,0.339102492,0.3035,175.7936578,22.81401092,0.329033285,12.13559894,9.954266515
293.704923,12.40281713,0.392606159,26.79206943,8.32927089,12.29605233,0.330721412,0.6012,181.4790654,12.3786735,0.367926522,12.89314459,7.056656522
426.8474367,17.24179169,0.259676998,17.99762322,11.96896207,15.26487997,0.380992328,0.4027,181.0091756,16.46271544,0.332138645,9.864232665,8.393751524
268.6779467,13.76652344,0.261469844,11.90834058,9.54723016,12.32812738,0.398899369,0.3035,90.13029754,13.08109749,0.357189508,6.74849422,6.264789454
164.3295541,14.76576704,0.37727571,32.40924364,10.91447801,8.476533929,0.373806028,0.6012,102.1753697,12.65638551,0.375892001,10.33736947,6.9515593
186.4939844,9.618758439,0.382017134,29.00421504,6.253133392,5.192097099,0.471833274,0.4027,78.20236712,7.333924909,0.435664314,4.365843594,3.23986691
231.6096985,16.55749717,0.369006206,20.71098265,10.58336718,9.276187482,0.388671169,0.3035,76.75440808,12.24202562,0.382702853,6.208852095,5.361507245
460.6698514,17.16592897,0.224360955,14.35453547,12.40680912,2.011736639,0.375844836,0.5954,275.0967782,6.310193601,0.285651333,2.731236322,2.669703696
245.8241533,10.33000035,0.201265974,32.73272942,7.340563506,6.007492127,0.424371461,0.4027,102.5816616,8.179443267,0.334526881,5.190345473,3.850185
317.9161846,28.62056683,0.354542437,25.66534534,19.52985037,7.275630862,0.386367374,0.4027,132.3705819,13.81278406,0.373551472,6.098152067,5.822353982
403.0951061,14.2772671,0.389573173,12.03706208,9.798747678,8.10208079,0.32464506,0.4027,167.1657721,11.16712918,0.350791611,5.807014406,5.427463
502.1822529,14.90062792,0.360502386,32.46503729,8.289572177,3.524221938,0.47293599,0.3035,154.8669343,6.082644684,0.438812391,2.54866812,2.26320889
280.9263932,24.85189005,0.232320397,24.51637832,14.72977459,9.311362196,0.30867942,0.3035,91.74652411,14.20491587,0.285504457,6.724607694,6.111067563
447.8563751,12.27593418,0.222345459,26.85083005,6.903514105,12.26104689,0.319651346,0.4027,187.6752856,12.27048997,0.280466265,9.77589888,5.862322814
355.2760856,28.72376329,0.3211477,32.67746951,16.8747015,10.33512512,0.461269628,0.6946,249.9311163,22.15701266,0.363940937,13.77262624,10.36352264
587.8206659,25.27506525,0.280910151,25.92696883,13.53216858,3.896176738,0.428106067,0.502,297.0262703,9.723439845,0.354213717,4.149270963,3.758877762
298.7641018,8.0194481,0.285461107,15.51693546,4.932988143,6.79814586,0.489846195,0.4027,124.3728363,7.525423865,0.40754032,4.973624312,3.462536273
289.9430397,29.67238948,0.394751988,34.63429988,17.99879977,0.958320313,0.44260432,0.4027,117.3324668,2.48328331,0.423334186,0.89407807,0.880742817
448.7192395,12.34909617,0.341852461,11.24234575,7.156681005,14.46960585,0.392718019,0.6946,316.0994014,12.65809541,0.357386802,9.416319916,6.733093284
296.1625811,22.66306636,0.273581134,19.2008008,15.8334226,8.842924527,0.35640383,0.7004,210.081612,18.05963162,0.298394814,10.68121241,9.718915326
201.9771252,16.96150709,0.229998972,23.17360827,10.22488215,16.43269545,0.478351419,0.4961,108.481287,16.80165021,0.35514377,11.96299836,8.191207183
224.4356805,14.45382622,0.266075641,2.481500359,9.564611183,0.974377121,0.35165803,0.4027,90.96224399,2.387050299,0.317194002,0.787691984,0.925795479
196.1611756,16.88065771,0.253824412,20.13893992,9.990996203,13.48501912,0.396453129,0.502,105.1884497,15.72638562,0.324853513,10.46565907,7.617025917
299.7679478,25.1601304,0.320714324,20.78911109,18.28871336,19.77412827,0.463984015,0.3035,104.7522525,22.41792729,0.420501664,10.75301831,10.34980763
531.4488224,17.78389603,0.337852534,5.962329032,11.86116245,2.484354849,0.434737607,0.7004,372.9710679,8.872279235,0.366879302,3.04183398,3.861860977
582.2570863,11.00284351,0.348144778,12.27123472,6.933650761,6.404301486,0.355295301,0.4027,238.3002179,8.715942525,0.352415785,4.845597548,4.062031007
169.4611562,20.61481958,0.374798961,19.68851427,13.41860916,2.337551872,0.401220838,0.3035,53.05956579,4.569456471,0.393201798,1.765574972,1.725738487
253.6082427,13.90748029,0.264767402,32.14963504,8.300530807,1.707693194,0.468776679,0.3035,78.15950997,3.304759918,0.406859863,1.266371261,1.192048074
505.0300218,21.55001333,0.266353133,14.05018149,13.20305255,16.50346567,0.442952793,0.4027,213.2331098,19.3840623,0.37183611,9.16889904,8.931581625
412.8478257,15.93522061,0.246873125,36.65292832,11.942656,0.760821498,0.411885265,0.502,207.6284976,2.338769662,0.329049171,0.908139015,0.876309527
381.7651284,27.39392945,0.210343357,21.34961923,20.05317237,14.64730893,0.317422097,0.7004,271.7766297,23.98901535,0.242424148,14.59017393,14.06993006
291.5611673,29.28006979,0.316129347,29.39398584,17.18314945,5.921392027,0.426015322,0.6946,204.3267799,17.66948938,0.349688524,9.20950456,7.768053144
255.640875,23.05146014,0.222026665,5.451564829,14.6142214,13.27597747,0.408640516,0.3035,86.83372387,17.32308027,0.352003212,5.092781664,7.518910553
417.5481538,12.38968418,0.269918076,4.290199949,8.335115928,12.1002257,0.330080573,0.4027,175.3741063,12.28232039,0.305853135,4.381174332,6.391081723
503.9001933,12.62168233,0.362185613,15.35800089,7.009781087,5.223418755,0.447650353,0.502,255.5591596,8.933538492,0.404747054,4.814661369,3.80747581
328.8078329,25.49670331,0.336779702,9.940989775,15.87919153,19.45242507,0.411500486,0.502,174.7488398,23.37926426,0.373990652,8.80489784,11.50483381
345.1509977,26.1375735,0.368230471,27.2792717,18.45051511,17.01545672,0.446989261,0.3035,116.6045934,21.06575188,0.423085968,10.35450057,9.41265653
315.6951482,20.48210008,0.345879669,8.994797209,12.35843244,7.573287386,0.402797914,0.6012,192.8161501,14.81114173,0.368578665,5.902555954,6.85137011
247.3366752,29.19988824,0.249674651,17.03644971,19.60039133,14.60174309,0.306459355,0.502,131.434679,22.61088269,0.277953434,10.66693845,11.32407991
410.5681314,11.80116333,0.25525336,3.751681242,6.229706305,16.11202101,0.321516882,0.4027,174.9594967,13.07997043,0.294832562,4.365095435,6.180185969
378.518845,9.090689359,0.255551048,27.43536869,6.646939258,3.276095328,0.385630871,0.502,191.6479557,5.991219203,0.3203308,3.67121403,2.831595603
386.3899053,22.95077669,0.317217419,18.11728166,14.83817948,2.475560003,0.316862044,0.3035,118.9935638,4.868216473,0.3169699,1.967759759,1.942079481
389.967632,29.46556518,0.293996714,7.223420619,21.14435019,11.57983009,0.359736265,0.4027,163.9565979,18.83502364,0.333262948,5.758145922,8.63350031
315.2352639,27.83591794,0.254313202,37.57079103,18.35076648,10.88018074,0.444770085,0.6012,193.8584567,20.61823119,0.330267407,12.45419603,9.812637066
294.3071857,25.76606013,0.359526148,35.8204402,17.96973129,13.69810223,0.456408894,0.3035,98.86295906,18.46172549,0.427004981,9.01905845,7.926808835
597.7591659,19.02451273,0.383540937,36.33704338,12.28053124,18.6209471,0.455486951,0.4027,251.8399078,18.87503217,0.426514291,13.40694017,9.191301244
166.2370666,27.26523489,0.265411531,31.08144704,19.80882295,17.75660614,0.386043666,0.502,92.29379729,23.58406417,0.325486334,14.64122698,12.30427185
311.5023951,28.15075584,0.275951434,37.26406763,17.64116908,3.228238103,0.464938649,0.3035,96.78944475,6.30185324,0.407581029,2.367595024,2.278868873
568.4394914,26.2788406,0.225604158,37.40645283,17.76656988,6.99445691,0.362357289,0.7004,400.2305591,18.12727782,0.266575396,11.64013504,9.038175045
473.2019571,15.62493535,0.235995612,26.35445454,9.185259968,2.72499521,0.389780013,0.3035,145.5147531,4.998429294,0.343106447,2.087735003,1.930272289
244.4951015,17.69193694,0.272122449,8.066225837,10.16817171,5.125412356,0.362105713,0.3035,77.77411301,8.420376098,0.334795792,3.257380241,3.414406131
313.7139729,15.6549376,0.291928631,25.79443665,8.766529717,13.60374661,0.421316083,0.4027,134.4581347,14.83743167,0.369211756,9.905078771,6.722958003
428.4706946,25.46806516,0.211987675,34.1028196,17.02136038,5.357933421,0.360076203,0.6012,259.7333254,13.8179928,0.27104538,7.311142809,6.265897033
